InstanceType,AcceleratorName,AcceleratorCount,DeviceMemory,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Standard_E8_v3,,,,8.0,64,,0.583,0.06034,southcentralus,V1
Standard_E8_v3,,,,8.0,64,,0.583,0.0583,westcentralus,V1
Standard_E8_v3,,,,8.0,64,,0.56,0.057624,westus,V1
Standard_E8_v3,,,,8.0,64,,0.504,0.052466,westus2,V1
Standard_E8_v3,,,,8.0,64,,0.504,0.057658,westus3,V1
Standard_E8_v4,,,,8.0,64,,0.57,0.057,centralus,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.504,0.0504,eastus,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.504,0.073282,eastus2,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.504,0.0504,northcentralus,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.605,0.0605,southcentralus,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.605,0.0605,westcentralus,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.56,0.056,westus,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.504,0.0504,westus2,"V1,V2"
Standard_E8_v4,,,,8.0,64,,0.504,0.058313,westus3,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.57,0.057,centralus,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.504,0.056902,eastus,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.504,0.072475,eastus2,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.504,0.0504,northcentralus,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.605,0.065884,southcentralus,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.605,0.061044,westcentralus,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.56,0.056392,westus,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.504,0.050595,westus2,"V1,V2"
Standard_E8_v5,,,,8.0,64,,0.504,0.061034,westus3,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,7.105,0.7105,centralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,11.521,0.7105,centralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,10.704,0.6288,eastus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,6.288,0.6288,eastus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,10.704,0.6288,eastus2,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,6.288,0.6288,eastus2,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,6.288,0.6288,northcentralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,10.704,0.6288,northcentralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,7.546,0.7546,southcentralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,11.962,0.7546,southcentralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,7.546,0.7546,westcentralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,11.962,0.7546,westcentralus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,7.104,0.7104,westus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,11.52,0.7104,westus,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,6.288,0.6288,westus2,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,10.704,0.6288,westus2,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,10.704,0.6288,westus3,"V1,V2"
Standard_E96-24ads_v5,,,,96.0,672,,6.288,0.6288,westus3,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,6.048,0.6048,eastus,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,6.048,0.6048,eastus2,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,7.258,0.7258,westcentralus,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96-24as_v4,,,,96.0,672,,6.048,0.6048,westus3,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,10.545,0.6129,centralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,6.129,0.6129,centralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,5.424,0.5424,eastus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,9.84,0.5424,eastus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,5.424,0.5424,eastus2,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,9.84,0.5424,eastus2,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,9.84,0.5424,northcentralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,5.424,0.5424,northcentralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,10.925,0.6509,southcentralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,6.509,0.6509,southcentralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,10.925,0.6509,westcentralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,6.509,0.6509,westcentralus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,6.048,0.6048,westus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,10.464,0.6048,westus,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,9.84,0.5424,westus2,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,5.424,0.5424,westus2,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,5.424,0.5424,westus3,"V1,V2"
Standard_E96-24as_v5,,,,96.0,672,,9.84,0.5424,westus3,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,7.811,0.7811,centralus,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,6.912,0.780365,eastus,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,6.912,0.993946,eastus2,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,6.912,0.6912,northcentralus,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,8.294,0.903217,southcentralus,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,8.294,0.832367,westcentralus,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,7.776,0.783043,westus,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,6.912,0.693876,westus2,"V1,V2"
Standard_E96-24ds_v5,,,,96.0,672,,6.912,0.837043,westus3,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,6.048,0.682819,eastus,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,6.048,0.869702,eastus2,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,7.258,0.790396,southcentralus,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,7.258,0.732332,westcentralus,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,6.72,0.676704,westus,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,6.048,0.607142,westus2,"V1,V2"
Standard_E96-24s_v5,,,,96.0,672,,6.048,0.732413,westus3,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,7.105,0.7105,centralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,11.521,0.7105,centralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,10.704,0.6288,eastus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,6.288,0.6288,eastus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,10.704,0.6288,eastus2,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,6.288,0.6288,eastus2,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,6.288,0.6288,northcentralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,10.704,0.6288,northcentralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,7.546,0.7546,southcentralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,11.962,0.7546,southcentralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,11.962,0.7546,westcentralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,7.546,0.7546,westcentralus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,7.104,0.7104,westus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,11.52,0.7104,westus,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,10.704,0.6288,westus2,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,6.288,0.6288,westus2,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,10.704,0.6288,westus3,"V1,V2"
Standard_E96-48ads_v5,,,,96.0,672,,6.288,0.6288,westus3,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,6.048,0.6048,eastus,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,6.048,0.6048,eastus2,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,7.258,0.7258,westcentralus,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96-48as_v4,,,,96.0,672,,6.048,0.6048,westus3,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,6.129,0.6129,centralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,10.545,0.6129,centralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,9.84,0.5424,eastus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,5.424,0.5424,eastus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,5.424,0.5424,eastus2,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,9.84,0.5424,eastus2,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,5.424,0.5424,northcentralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,9.84,0.5424,northcentralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,10.925,0.6509,southcentralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,6.509,0.6509,southcentralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,6.509,0.6509,westcentralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,10.925,0.6509,westcentralus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,10.464,0.6048,westus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,6.048,0.6048,westus,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,9.84,0.5424,westus2,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,5.424,0.5424,westus2,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,9.84,0.5424,westus3,"V1,V2"
Standard_E96-48as_v5,,,,96.0,672,,5.424,0.5424,westus3,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,7.811,0.7811,centralus,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,6.912,0.780365,eastus,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,6.912,0.993946,eastus2,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,6.912,0.6912,northcentralus,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,8.294,0.903217,southcentralus,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,8.294,0.832367,westcentralus,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,7.776,0.783043,westus,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,6.912,0.693876,westus2,"V1,V2"
Standard_E96-48ds_v5,,,,96.0,672,,6.912,0.837043,westus3,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,6.048,0.682819,eastus,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,6.048,0.869702,eastus2,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,7.258,0.790396,southcentralus,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,7.258,0.732332,westcentralus,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,6.72,0.676704,westus,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,6.048,0.607142,westus2,"V1,V2"
Standard_E96-48s_v5,,,,96.0,672,,6.048,0.732413,westus3,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.151,0.7105,centralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.105,0.7105,centralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.288,0.6288,eastus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.334,0.6288,eastus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.288,0.6288,eastus2,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.334,0.6288,eastus2,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.288,0.6288,northcentralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.334,0.6288,northcentralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.592,0.7546,southcentralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.546,0.7546,southcentralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.546,0.7546,westcentralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.592,0.7546,westcentralus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.104,0.7104,westus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,7.15,0.7104,westus,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.334,0.6288,westus2,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.288,0.6288,westus2,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.334,0.6288,westus3,"V1,V2"
Standard_E96ads_v5,,,,96.0,672,,6.288,0.6288,westus3,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,6.048,0.6048,eastus,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,6.048,0.6048,eastus2,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,7.258,0.7258,westcentralus,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96as_v4,,,,96.0,672,,6.048,0.6048,westus3,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.175,0.6129,centralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.129,0.6129,centralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.424,0.5424,eastus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.47,0.5424,eastus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.47,0.5424,eastus2,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.424,0.5424,eastus2,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.424,0.5424,northcentralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.47,0.5424,northcentralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.509,0.6509,southcentralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.555,0.6509,southcentralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.509,0.6509,westcentralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.555,0.6509,westcentralus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.094,0.6048,westus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,6.048,0.6048,westus,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.424,0.5424,westus2,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.47,0.5424,westus2,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.424,0.5424,westus3,"V1,V2"
Standard_E96as_v5,,,,96.0,672,,5.47,0.5424,westus3,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,6.048,0.6048,eastus,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,6.048,0.6048,eastus2,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,7.258,0.7258,westcentralus,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96a_v4,,,,96.0,672,,6.048,0.6048,westus3,"V1,V2"
Standard_E96bds_v5,,,,96.0,672,,9.058,0.9058,centralus,"V1,V2"
Standard_E96bds_v5,,,,96.0,672,,8.016,0.905006,eastus,"V1,V2"
Standard_E96bds_v5,,,,96.0,672,,8.016,1.152701,eastus2,"V1,V2"
Standard_E96bds_v5,,,,96.0,672,,8.016,0.8016,northcentralus,"V1,V2"
Standard_E96bds_v5,,,,96.0,672,,9.619,1.047509,southcentralus,"V1,V2"
Standard_E96bds_v5,,,,96.0,672,,8.016,0.804806,westus2,"V1,V2"
Standard_E96bds_v5,,,,96.0,672,,8.016,0.970738,westus3,"V1,V2"
Standard_E96bs_v5,,,,96.0,672,,8.082,0.8082,centralus,"V1,V2"
Standard_E96bs_v5,,,,96.0,672,,7.152,0.807461,eastus,"V1,V2"
Standard_E96bs_v5,,,,96.0,672,,7.152,1.028458,eastus2,"V1,V2"
Standard_E96bs_v5,,,,96.0,672,,7.152,0.7152,northcentralus,"V1,V2"
Standard_E96bs_v5,,,,96.0,672,,8.582,0.93458,southcentralus,"V1,V2"
Standard_E96bs_v5,,,,96.0,672,,7.152,0.718061,westus2,"V1,V2"
Standard_E96bs_v5,,,,96.0,672,,7.152,0.866107,westus3,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,7.811,0.7811,centralus,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,6.912,0.780365,eastus,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,6.912,0.993946,eastus2,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,6.912,0.6912,northcentralus,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,8.294,0.903217,southcentralus,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,8.294,0.832367,westcentralus,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,7.776,0.783043,westus,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,6.912,0.693876,westus2,"V1,V2"
Standard_E96ds_v5,,,,96.0,672,,6.912,0.837043,westus3,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,7.811,0.7811,centralus,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,6.912,0.780365,eastus,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,6.912,0.993946,eastus2,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,6.912,0.6912,northcentralus,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,8.294,0.903217,southcentralus,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,8.294,0.832367,westcentralus,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,7.776,0.783043,westus,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,6.912,0.693876,westus2,"V1,V2"
Standard_E96d_v5,,,,96.0,672,,6.912,0.837043,westus3,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,,,centralus,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,,,eastus,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,,,eastus2,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,,,northcentralus,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,,,southcentralus,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,,,westus,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,,,westus2,"V1,V2"
Standard_E96ias_v4,,,,96.0,672,,6.048,0.6048,westus3,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,6.048,0.682819,eastus,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,6.048,0.869702,eastus2,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,7.258,0.790396,southcentralus,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,7.258,0.732332,westcentralus,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,6.72,0.676704,westus,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,6.048,0.607142,westus2,"V1,V2"
Standard_E96s_v5,,,,96.0,672,,6.048,0.732413,westus3,"V1,V2"
Standard_E96_v5,,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96_v5,,,,96.0,672,,6.048,0.682819,eastus,"V1,V2"
Standard_E96_v5,,,,96.0,672,,6.048,0.869702,eastus2,"V1,V2"
Standard_E96_v5,,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96_v5,,,,96.0,672,,7.258,0.790396,southcentralus,"V1,V2"
Standard_E96_v5,,,,96.0,672,,7.258,0.732332,westcentralus,"V1,V2"
Standard_E96_v5,,,,96.0,672,,6.72,0.676704,westus,"V1,V2"
Standard_E96_v5,,,,96.0,672,,6.048,0.607142,westus2,"V1,V2"
Standard_E96_v5,,,,96.0,672,,6.048,0.732413,westus3,"V1,V2"
Standard_EC16ads_cc_v5,,,,16.0,128,,1.048,0.262,eastus,V2
Standard_EC16ads_cc_v5,,,,16.0,128,,1.184,0.296,westus,V2
Standard_EC16ads_v5,,,,16.0,128,,1.048,0.540034,eastus,"V1,V2"
Standard_EC16ads_v5,,,,16.0,128,,1.048,0.2882,eastus2,"V1,V2"
Standard_EC16ads_v5,,,,16.0,128,,1.184,0.610115,westus,"V1,V2"
Standard_EC16as_cc_v5,,,,16.0,128,,0.904,0.226,eastus,V2
Standard_EC16as_cc_v5,,,,16.0,128,,1.008,0.252,westus,V2
Standard_EC16as_v5,,,,16.0,128,,0.904,0.465831,eastus,"V1,V2"
Standard_EC16as_v5,,,,16.0,128,,1.008,0.519523,westus,"V1,V2"
Standard_EC20ads_cc_v5,,,,20.0,160,,1.31,0.3275,eastus,V2
Standard_EC20ads_cc_v5,,,,20.0,160,,1.48,0.37,westus,V2
Standard_EC20ads_v5,,,,20.0,160,,1.31,0.675174,eastus,"V1,V2"
Standard_EC20ads_v5,,,,20.0,160,,1.48,0.762644,westus,"V1,V2"
Standard_EC20as_cc_v5,,,,20.0,160,,1.13,0.2825,eastus,V2
Standard_EC20as_cc_v5,,,,20.0,160,,1.26,0.315,westus,V2
Standard_EC20as_v5,,,,20.0,160,,1.13,0.582402,eastus,"V1,V2"
Standard_EC20as_v5,,,,20.0,160,,1.26,0.649278,westus,"V1,V2"
Standard_EC2ads_v5,,,,2.0,16,,0.131,0.067517,eastus,"V1,V2"
Standard_EC2ads_v5,,,,2.0,16,,0.148,0.076264,westus,"V1,V2"
Standard_EC2as_v5,,,,2.0,16,,0.113,0.058229,eastus,"V1,V2"
Standard_EC2as_v5,,,,2.0,16,,0.126,0.06494,westus,"V1,V2"
Standard_EC32ads_cc_v5,,,,32.0,192,,2.096,0.524,eastus,V2
Standard_EC32ads_cc_v5,,,,32.0,192,,2.368,0.592,westus,V2
Standard_EC32ads_v5,,,,32.0,192,,2.096,1.080069,eastus,"V1,V2"
Standard_EC32ads_v5,,,,32.0,192,,2.096,0.5764,eastus2,"V1,V2"
Standard_EC32ads_v5,,,,32.0,192,,2.368,1.22023,westus,"V1,V2"
Standard_EC32as_cc_v5,,,,32.0,192,,1.808,0.452,eastus,V2
Standard_EC32as_cc_v5,,,,32.0,192,,2.016,0.504,westus,V2
Standard_EC32as_v5,,,,32.0,192,,1.808,0.931662,eastus,"V1,V2"
Standard_EC32as_v5,,,,32.0,192,,2.016,1.039046,westus,"V1,V2"
Standard_EC48ads_cc_v5,,,,48.0,384,,3.144,0.786,eastus,V2
Standard_EC48ads_cc_v5,,,,48.0,384,,3.552,0.888,westus,V2
Standard_EC48ads_v5,,,,48.0,384,,3.144,1.620103,eastus,"V1,V2"
Standard_EC48ads_v5,,,,48.0,384,,3.144,0.8646,eastus2,"V1,V2"
Standard_EC48ads_v5,,,,48.0,384,,3.552,1.830701,westus,"V1,V2"
Standard_EC48as_cc_v5,,,,48.0,384,,2.712,0.678,eastus,V2
Standard_EC48as_cc_v5,,,,48.0,384,,3.024,0.756,westus,V2
Standard_EC48as_v5,,,,48.0,384,,2.712,1.397494,eastus,"V1,V2"
Standard_EC48as_v5,,,,48.0,384,,3.024,1.558267,westus,"V1,V2"
Standard_EC4ads_cc_v5,,,,4.0,32,,0.262,0.0655,eastus,V2
Standard_EC4ads_cc_v5,,,,4.0,32,,0.296,0.074,westus,V2
Standard_EC4ads_v5,,,,4.0,32,,0.262,0.135009,eastus,"V1,V2"
Standard_EC4ads_v5,,,,4.0,32,,0.296,0.152529,westus,"V1,V2"
Standard_EC4as_cc_v5,,,,4.0,32,,0.226,0.0565,eastus,V2
Standard_EC4as_cc_v5,,,,4.0,32,,0.252,0.063,westus,V2
Standard_EC4as_v5,,,,4.0,32,,0.226,0.116458,eastus,"V1,V2"
Standard_EC4as_v5,,,,4.0,32,,0.252,0.129881,westus,"V1,V2"
Standard_EC64ads_cc_v5,,,,64.0,512,,4.192,1.048,eastus,V2
Standard_EC64ads_cc_v5,,,,64.0,512,,4.736,1.184,westus,V2
Standard_EC64ads_v5,,,,64.0,512,,4.192,2.160138,eastus,"V1,V2"
Standard_EC64ads_v5,,,,64.0,512,,4.736,2.440461,westus,"V1,V2"
Standard_EC64as_cc_v5,,,,64.0,512,,3.616,0.904,eastus,V2
Standard_EC64as_cc_v5,,,,64.0,512,,4.032,1.008,westus,V2
Standard_EC64as_v5,,,,64.0,512,,3.616,1.863325,eastus,"V1,V2"
Standard_EC64as_v5,,,,64.0,512,,4.032,2.078093,westus,"V1,V2"
Standard_EC8ads_cc_v5,,,,8.0,64,,0.524,0.131,eastus,V2
Standard_EC8ads_cc_v5,,,,8.0,64,,0.592,0.148,westus,V2
Standard_EC8ads_v5,,,,8.0,64,,0.524,0.270017,eastus,"V1,V2"
Standard_EC8ads_v5,,,,8.0,64,,0.524,0.1441,eastus2,"V1,V2"
Standard_EC8ads_v5,,,,8.0,64,,0.592,0.305058,westus,"V1,V2"
